0,4
1,5
2,4
3,3
4,6
5,2
6,4
7,5
8,10
9,6
10,8
11,2
12,6
13,17
14,23
15,13
16,21
17,28
18,24
19,20
20,40
21,27
22,42
23,33
24,43
25,37
26,57
27,71
28,44
29,56
30,53
31,52
32,47
33,26
34,27
35,21
36,21
37,26
38,34
39,37
40,17
41,19
42,25
43,18
44,21
45,17
46,17
47,16
48,16
49,15
50,23
51,16
52,17
53,12
54,17
55,10
56,15
57,19
58,21
59,14
60,18
61,13
62,14
63,18
64,23
65,25
66,62
67,60
68,76
69,66
70,64
71,68
72,89
73,92
74,140
75,116
76,142
77,129
78,140
79,140
80,127
81,129
82,169
83,141
84,108
85,78
86,70
87,81
88,104
89,90
90,85
91,55
92,53
93,65
94,33
95,38
96,59
97,40
98,37
99,29
100,30
101,30
102,28
103,23
104,24
105,29
106,26
107,23
108,20
109,19
110,20
111,26
112,29
113,31
114,28
115,26
116,32
117,35
118,33
119,30
120,52
121,59
122,67
123,65
124,74
125,70
126,61
127,53
128,76
129,61
130,57
131,44
132,34
133,47
134,60
135,60
136,53
137,36
138,31
139,30
140,32
141,28
142,33
143,33
144,35
145,22
146,13
147,13
148,21
149,17
150,11
151,8
152,8
153,6
154,6
155,7
156,12
157,17
158,10
159,10
160,18
161,19
162,12
163,22
164,12
165,21
166,18
167,16
168,16
169,22
170,17
171,25
172,23
173,12
174,25
175,28
176,27
177,18
178,23
179,23
180,29
181,38
182,36
183,43
184,46
185,31
186,25
187,40
188,31
189,38
190,30
191,22
192,31
193,26
194,35
195,36
196,39
197,25
198,31
199,37
200,33
201,25
202,24
203,18
204,23
205,13
206,18
207,14
208,17
209,22
210,13
211,24
212,31
213,34
214,31
215,31
216,38
217,49
218,42
219,49
220,55
221,80
222,84
223,72
224,89
225,115
226,179
227,202
228,272
229,302
230,395
231,426
232,461
233,381
234,333
235,353
236,410
237,364
238,359
239,288
240,221
241,149
242,112
243,154
244,91
245,72
246,56
247,46
248,37
249,26
250,17
251,17
252,20
253,11
254,7
255,16
256,14
257,16
258,5
259,2
260,6
261,5
262,4
263,3
264,4
265,16
266,8
267,7
268,10
269,14
270,7
271,9
272,11
273,23
274,17
275,19
276,24
277,17
278,28
279,40
280,33
281,31
282,33
283,29
284,30
285,36
286,48
287,40
288,28
289,36
290,19
291,34
292,23
293,17
294,17
295,23
296,14
297,20
298,13
299,23
300,20
301,16
302,16
303,23
304,14
305,15
306,4
307,5
308,5
309,11
310,11
311,7
312,4
313,6
314,5
315,2
316,4
317,2
318,4
319,6
320,6
321,4
322,6
323,11
324,16
325,9
326,12
327,13
328,27
329,21
330,19
331,17
332,24
333,27
334,30
335,29
336,25
337,35
338,33
339,30
340,29
341,31
342,29
343,22
344,27
345,24
346,26
347,29
348,22
349,33
350,24
351,30
352,20
353,17
354,24
355,28
356,18
357,13
358,9
359,14
360,11
361,11
362,19
363,10
364,8
365,8
366,9
367,3
368,7
369,14
370,4
371,9
372,14
373,7
374,9
375,3
376,3
377,14
378,12
379,10
380,21
381,26
382,47
383,42
384,31
385,34
386,33
387,52
388,56
389,70
390,112
391,70
392,47
393,48
394,49
395,66
396,56
397,61
398,67
399,64
400,68
401,49
402,50
403,56
404,75
405,63
406,62
407,41
408,50
409,34
410,31
411,38
412,30
413,32
414,26
415,30
416,36
417,35
418,46
419,48
420,44
421,51
422,59
423,71
424,102
425,128
426,127
427,150
428,191
429,256
430,329
431,263
432,220
433,204
434,181
435,99
436,54
437,80
438,102
439,127
440,73
441,68
442,64
443,55
444,67
445,84
446,85
447,67
448,73
449,89
450,68
451,59
452,56
453,77
454,75
455,47
456,50
457,42
458,28
459,37
460,37
461,27
462,12
463,15
464,22
465,8
466,15
467,17
468,10
469,9
470,11
471,20
472,13
473,11
474,16
475,11
476,7
477,17
478,14
479,13
480,15
481,30
482,25
483,40
484,44
485,25
486,21
487,48
488,56
489,60
490,45
491,55
492,32
493,46
494,61
495,42
496,37
497,43
498,34
499,40
500,25
501,16
502,17
503,17
504,16
505,23
506,18
507,18
508,9
509,7
510,7
511,4
512,3
513,2
514,8
515,3
516,1
517,1
518,2
519,3
520,3
521,2
522,0
523,0
524,2
525,2
526,0
527,6
528,3
529,6
530,2
531,3
532,2
533,4
534,5
535,2
536,9
537,2
538,4
539,8
540,6
541,3
542,11
543,14
544,15
545,20
546,9
547,20
548,28
549,38
550,30
551,30
552,23
553,16
554,22
555,28
556,14
557,17
558,20
559,17
560,10
561,13
562,20
563,9
564,18
565,9
566,8
567,19
568,11
569,4
570,6
571,6
572,8
573,13
574,8
575,8
576,5
577,16
578,12
579,11
580,18
581,10
582,22
583,14
584,16
585,18
586,27
587,38
588,35
589,41
590,51
591,65
592,55
593,54
594,62
595,64
596,56
597,65
598,71
599,75
600,71
601,72
602,47
603,27
604,35
605,25
606,19
607,37
608,38
609,34
610,26
611,19
612,18
613,22
614,16
615,18
616,6
617,12
618,6
619,6
620,3
621,7
622,6
623,1
624,3
625,2
626,2
627,1
628,10
629,3
630,3
631,1
632,1
633,2
634,6
635,3
636,3
637,5
638,4
639,7
640,6
641,5
642,7
643,6
644,4
645,4
646,7
647,9
648,5
649,5
650,10
651,6
652,13
653,6
654,5
655,5
656,9
657,3
658,6
659,11
660,7
661,7
662,15
663,9
664,6
665,6
666,6
667,7
668,10
669,8
670,7
671,12
672,3
673,2
674,7
675,5
676,5
677,7
678,7
679,7
680,7
681,10
682,13
683,10
684,14
685,11
686,20
687,25
688,17
689,18
690,25
691,21
692,31
693,32
694,26
695,35
696,28
697,37
698,41
699,34
700,30
701,39
702,39
703,39
704,34
705,30
706,37
707,29
708,26
709,15
710,22
711,15
712,20
713,14
714,10
715,21
716,14
717,14
718,9
719,11
720,5
721,6
722,7
723,11
724,4
725,3
726,2
727,6
728,10
729,7
730,5
731,3
732,12
733,13
734,10
735,13
736,13
737,8
738,21
739,18
740,8
741,7
742,20
743,14
744,14
745,7
746,14
747,10
748,13
749,27
750,13
751,18
752,16
753,16
754,20
755,17
756,4
757,15
758,8
759,6
760,12
761,15
762,11
763,10
764,15
765,17
766,7
767,7
768,8
769,9
770,12
771,12
772,5
773,4
774,11
775,4
776,5
777,7
778,1
779,1
780,4
781,2
782,6
783,3
784,4
785,10
786,12
787,21
788,26
789,21
790,30
791,45
792,56
793,75
794,83
795,82
796,126
797,119
798,137
799,131
800,112
801,82
802,73
803,43
804,55
805,55
806,53
807,46
808,43
809,29
810,22
811,26
812,13
813,17
814,8
815,13
816,10
817,17
818,19
819,9
820,9
821,9
822,3
823,7
824,7
825,0
826,2
827,3
828,3
829,1
830,3
831,3
832,3
833,7
834,3
835,5
836,11
837,5
838,5
839,6
840,6
841,4
842,4
843,8
844,14
845,12
846,16
847,10
848,16
849,18
850,15
851,23
852,17
853,33
854,15
855,13
856,11
857,14
858,17
859,19
860,20
861,12
862,21
863,7
864,19
865,10
866,13
867,10
868,8
869,21
870,11
871,9
872,14
873,14
874,15
875,18
876,16
877,12
878,20
879,8
880,3
881,13
882,4
883,1
884,10
885,8
886,13
887,10
888,21
889,18
890,21
891,34
892,25
893,34
894,33
895,40
896,42
897,36
898,72
899,75
900,76
901,92
902,71
903,112
904,106
905,101
906,170
907,135
908,106
909,68
910,48
911,48
912,26
913,33
914,29
915,17
916,12
917,13
918,17
919,15
920,14
921,15
922,10
923,9
924,2
925,6
926,8
927,5
928,1
929,2
930,3
931,4
932,3
933,1
934,3
935,5
