936,0
937,0
938,0
939,0
940,0
941,0
942,0
943,0
944,0
945,0
946,1
947,0
948,0
949,0
950,0
951,1
952,1
953,0
954,0
955,0
956,0
957,0
958,0
959,0
960,1
961,0
962,0
963,0
964,0
965,0
966,0
967,0
968,0
969,0
970,0
971,0
972,0
973,0
974,0
975,0
976,0
977,1
978,0
979,0
980,0
981,0
982,1
983,1
984,0
985,0
986,1
987,0
988,0
989,0
990,0
991,0
992,0
993,0
994,0
995,0
996,0
997,0
998,0
999,0
1000,0
1001,0
1002,0
1003,0
1004,0
1005,0
1006,0
1007,0
1008,1
1009,1
1010,1
1011,2
1012,4
1013,1
1014,4
1015,11
1016,16
1017,23
1018,12
1019,14
1020,18
1021,8
1022,7
1023,10
1024,7
1025,10
1026,5
1027,11
1028,8
1029,18
1030,13
1031,9
1032,22
1033,10
1034,5
1035,13
1036,2
1037,11
1038,11
1039,3
1040,7
1041,7
1042,4
1043,5
1044,6
1045,7
1046,7
1047,4
1048,9
1049,17
1050,8
1051,22
1052,18
1053,21
1054,16
1055,31
1056,25
1057,28
1058,26
1059,18
1060,27
1061,11
1062,38
1063,29
1064,21
1065,11
1066,10
1067,5
1068,6
1069,2
1070,1
1071,2
1072,2
1073,3
1074,5
1075,1
1076,4
1077,2
1078,4
1079,0
1080,0
1081,0
1082,0
1083,1
1084,1
1085,1
1086,1
1087,1
1088,2
1089,3
1090,4
1091,6
1092,2
1093,2
1094,5
1095,1
1096,1
1097,0
1098,0
1099,0
1100,0
1101,2
1102,0
1103,3
1104,0
1105,0
1106,0
1107,2
1108,2
1109,3
1110,3
1111,3
1112,1
1113,2
1114,3
1115,6
1116,5
1117,1
1118,4
1119,5
1120,8
1121,5
1122,2
1123,3
1124,3
1125,1
1126,6
1127,4
1128,1
1129,2
1130,3
1131,1
1132,8
1133,4
1134,6
1135,7
1136,5
1137,8
1138,6
1139,5
1140,6
1141,6
1142,13
1143,2
1144,10
1145,3
1146,12
1147,7
1148,6
1149,5
1150,6
1151,6
1152,6
1153,8
1154,6
1155,9
1156,12
1157,19
1158,8
1159,16
1160,21
1161,6
1162,22
1163,37
1164,33
1165,18
1166,83
1167,116
1168,32
1169,7
1170,9
1171,10
1172,5
1173,8
1174,7
1175,8
1176,11
1177,6
1178,7
1179,7
1180,14
1181,7
1182,9
1183,13
1184,16
1185,7
1186,9
1187,2
1188,13
1189,8
1190,3
1191,5
1192,4
1193,8
1194,2
1195,3
1196,5
1197,7
1198,3
1199,5
1200,6
1201,5
1202,5
1203,4
1204,0
1205,0
1206,0
1207,0
1208,0
1209,2
1210,4
1211,4
1212,3
1213,3
1214,5
1215,6
1216,14
1217,3
1218,7
1219,11
1220,2
1221,6
1222,8
1223,25
1224,21
1225,10
1226,28
1227,39
1228,20
1229,24
1230,28
1231,26
1232,8
1233,9
1234,12
1235,18
1236,9
1237,9
1238,6
1239,6
1240,8
1241,5
1242,7
1243,6
1244,5
1245,3
1246,1
1247,0
1248,1
1249,2
1250,3
1251,2
1252,2
1253,2
1254,2
1255,2
1256,4
1257,0
1258,6
1259,3
1260,2
1261,6
1262,2
1263,7
1264,4
1265,6
1266,6
1267,2
1268,13
1269,10
1270,5
1271,2
1272,0
1273,1
1274,0
1275,14
1276,6
1277,10
1278,5
1279,12
1280,9
1281,5
1282,11
1283,2
1284,6
1285,7
1286,6
1287,5
1288,9
1289,5
1290,8
1291,3
1292,4
1293,11
1294,5
1295,8
1296,4
1297,3
1298,1
1299,2
1300,3
1301,4
1302,1
1303,8
1304,5
1305,3
1306,2
1307,7
1308,1
1309,6
1310,7
1311,5
1312,2
1313,6
1314,11
1315,6
1316,3
1317,11
1318,11
1319,5
1320,4
1321,9
1322,23
1323,28
1324,26
1325,7
1326,29
1327,58
1328,26
1329,38
1330,35
1331,37
1332,20
1333,29
1334,25
1335,23
1336,9
1337,3
1338,6
1339,6
1340,3
1341,1
1342,3
1343,1
1344,1
1345,0
1346,2
1347,1
1348,1
1349,0
1350,0
1351,1
1352,0
1353,3
1354,3
1355,1
1356,5
1357,2
1358,5
1359,5
1360,5
1361,9
1362,17
1363,19
1364,25
1365,45
1366,34
1367,63
1368,44
1369,50
1370,35
1371,16
1372,16
1373,13
1374,9
1375,15
1376,4
1377,0
1378,1
1379,10
1380,11
1381,29
1382,35
1383,30
1384,20
1385,21
1386,12
1387,9
1388,11
1389,9
1390,5
1391,11
1392,3
1393,5
1394,5
1395,4
1396,4
1397,1
1398,0
1399,2
1400,3
1401,3
1402,5
1403,2
1404,1
1405,2
1406,0
1407,0
1408,3
1409,5
1410,5
1411,7
1412,5
1413,2
1414,2
1415,2
1416,0
1417,2
1418,1
1419,1
1420,2
1421,2
1422,3
1423,9
1424,5
1425,5
1426,4
1427,4
1428,1
1429,0
1430,0
1431,10
1432,9
1433,17
1434,16
1435,11
1436,12
1437,19
1438,15
1439,12
1440,12
1441,16
1442,9
1443,4
1444,9
1445,6
1446,8
1447,4
1448,2
1449,7
1450,6
1451,5
1452,8
1453,1
1454,1
1455,4
